id,is_iceberg
5941774d,0.0515068918466568
4023181e,0.15976151823997498
b20200e4,0.05399313569068909
e7f018bb,0.999519407749176
4371c8c3,0.006527644116431475
a8d9b1fd,0.022550545632839203
29e7727e,0.007850578986108303
92a51ffb,0.9999974966049194
c769ac97,1.9713108923014033e-09
aee0547d,1.545507011257996e-08
565b28ac,2.2309702529810238e-08
e04e9775,0.026415128260850906
8e8161d1,3.312362605356611e-05
4cf4d256,0.15926645696163177
139e5324,0.009022261016070843
f156976f,0.0002467827871441841
68a117cc,0.006035212893038988
d9aa7a56,0.010860550217330456
9005b143,0.011916087940335274
5f6d3988,0.792862594127655
9ad70954,0.002415559021756053
b9087b9e,0.8130109906196594
a39a1427,0.005283011589199305
82fbe8ed,0.002535364357754588
1fae4879,1.3745979288160015e-07
6dd8f13d,0.0007096733897924423
bbad5958,0.004944691900163889
54527583,0.010444394312798977
be8fa29c,0.0017080951947718859
81a3328f,0.9992654919624329
1a3c0ab3,9.179201879305765e-05
4deeeb8b,0.07341310381889343
ac6d5632,0.08082997798919678
472dadb5,0.005553897004574537
96093f95,0.9607228636741638
f5b4e3df,0.9501971006393433
e01a3c92,0.0014049134915694594
001680af,0.0018698455533012748
8e639f33,0.041056759655475616
a2c16612,0.8314196467399597
a6d76474,4.335740959504619e-05
19c47684,0.0038318452425301075
015827b6,0.002641562605276704
7df7f7ce,0.0012375636724755168
0bbf1a3f,0.09549442678689957
636cfbb7,0.46932172775268555
7370030a,0.999954342842102
43aa97ad,0.0004351681564003229
ba2b5e63,0.9985100030899048
dfdd335b,0.09405003488063812
e79b13dc,0.0008846168639138341
dc32b195,0.06770908087491989
6d868590,0.9867649674415588
75fa59aa,0.003958479966968298
ffe50836,0.0014030751772224903
a7bfd784,0.9991932511329651
b3d569e3,0.0025669781025499105
6c538c5b,0.040623027831315994
5c7c15f4,0.0002975846000481397
0b745139,0.0014597828267142177
fd14608e,0.12368343025445938
f0bc8305,0.01166478917002678
a10ccb28,0.991767168045044
543304c7,0.015462326817214489
6c3a4078,9.917300758388592e-08
9b73cc75,0.014103556983172894
5c6c71b1,0.35375940799713135
09ee9186,0.026533376425504684
207c35cf,0.009234407916665077
153c813e,7.513257060054457e-06
5605d58b,0.1263379603624344
642ca396,0.0007600618409924209
d32d72c0,0.008183787576854229
16646a17,0.8557348847389221
384074af,0.0403224416077137
69bf1e8c,0.056419260799884796
9e90a054,0.1276579201221466
89dbe7f7,0.9991863369941711
dbd27d22,0.0386747345328331
a2ea1561,0.003763490589335561
d63402af,0.0019233461935073137
1ac8bb92,0.9340507388114929
8beffca5,0.03492503613233566
46741f3e,0.0001823845668695867
e5ee6aa7,0.00016928892000578344
5ecd892b,0.1663815975189209
69892166,0.004154972732067108
2f725a81,0.11886527389287949
810abfe4,4.4691380026051775e-05
e6f973e6,0.003562088357284665
c60a5c46,0.010286529548466206
c42b9e08,0.49143722653388977
c3f00c23,0.0002778100606519729
5307fdb8,0.56467205286026
3e4f005e,0.0002441992983222008
4a4cc2e0,0.8155549764633179
9bdd88d1,7.733142410870641e-07
0d832bed,0.009928316809237003
14a134fa,0.0003889377403538674
78a41676,1.1453115803305991e-05
0bd4658e,0.0020156388636678457
4a311bb0,0.002534838393330574
f939c817,0.04828532040119171
956adc4d,0.9843943119049072
f8a119f5,0.34269100427627563
61faa1ad,0.0004707403713837266
6725eb3e,0.0008612957317382097
17b3a8fd,0.0014818500494584441
49a88dfc,0.00021055350953247398
2d6ec645,0.02001274935901165
0d4d77ba,0.04946010187268257
3ee672a2,0.9998889565467834
738b41fd,0.015090147964656353
f7fb320d,0.08819424360990524
b42fad18,2.3666336801397847e-07
4ab8b00a,0.018767286092042923
f7870f2b,0.03340791165828705
4978666a,0.11052345484495163
f1b0d6c7,0.0008958608377724886
5642407f,0.000400419783545658
36d4ff92,0.9325780272483826
4139aba2,0.01902817189693451
7585ce58,0.3392130136489868
33e25984,0.9976708889007568
ac46f3c9,0.002398753771558404
fc34a5b8,0.68497633934021
85c36a8f,0.24762298166751862
b2d8a426,0.2762485444545746
13ec60d1,0.5387691855430603
9d440f42,0.0015559260500594974
1c0a891e,0.3997221887111664
981c3bc3,0.9995629191398621
295604f4,0.04517321661114693
16ca16c3,0.0009614580194465816
b4dda837,0.007155727129429579
88d088ef,0.0014377274783328176
1b4fa160,0.030189162120223045
f371bd82,0.003634880995377898
b130a0b7,0.999191403388977
ebf1de82,0.0187082439661026
01e651c3,0.008144484832882881
51b1fecc,0.03607815504074097
fa635a31,4.426512896316126e-05
97b7d789,0.00024222591309808195
2f598053,0.0009884951869025826
c0e3e148,0.07123543322086334
cfa175a8,0.0046885996125638485
3d7e09d8,0.9810308814048767
44a13d1b,0.04088778421282768
c66b0948,0.07013924419879913
976a6d64,0.0003749248862732202
8bbd8909,0.02217886596918106
522890fd,0.0021347738802433014
f23a3b95,0.0008768734405748546
680039dc,0.010311590507626534
93028e53,0.0011722795898094773
22a16932,0.0016651350306347013
7d8126d2,0.011733628809452057
ba2ecd75,2.6620353310136124e-05
8071bdd7,0.0024654343724250793
96d5aeee,2.525274976505898e-05
154be68f,0.8830680847167969
d8c2bfe2,0.9922977685928345
f76d47b0,0.0036916309036314487
0e781ade,0.0008567731129005551
13cf6060,1.0584169984895198e-07
cd99f710,0.008794072084128857
d10005bb,0.0006244411342777312
3a31445f,0.9962863922119141
3157202d,0.0013076844625175
6ee64703,0.05130873993039131
e5de8685,0.011137654073536396
02cc70ba,1.3740501344727818e-05
50984a87,0.6406838297843933
fa94957a,0.9933221340179443
eab406b4,0.12075448781251907
3ad39398,0.21182437241077423
9ecf3802,0.018839076161384583
6048ae7b,3.5728935472434387e-05
9dc68871,0.0026472683530300856
13701465,0.029862940311431885
8d8779f3,0.0033591066021472216
0712f269,0.0033298556227236986
722c2597,2.9615213748002134e-07
478a2b08,0.08399881422519684
38f5fb41,0.002712443470954895
c52ad74d,0.9997011423110962
0c85fd09,2.5740183673406136e-07
f1582cba,0.9575378894805908
ff836697,0.8180646896362305
ddfe4802,0.0005058788228780031
3cef3bc7,0.9996758103370667
6a21542b,0.005552287213504314
150e23c4,0.9974302649497986
078c6d99,0.9288198947906494
1dcd1dc3,0.00021797681984025985
39967e45,0.06246339902281761
6b6333aa,0.0006158926407806575
4ae61433,0.002756326226517558
f96362e0,0.0010193652706220746
97a88aac,0.0015713066095486283
427ae8ce,0.0008435878553427756
209d4b15,0.0010168461594730616
64b453bd,1.99378746401635e-07
0f5a484e,0.01591559685766697
5ac74969,0.8955249190330505
736ed43e,0.03829757496714592
8533795f,0.03393326699733734
f5b54fb6,0.4533379077911377
6eb4c041,0.49470487236976624
