id,is_iceberg
5941774d,0.021730786189436913
4023181e,0.04538308456540108
b20200e4,0.10050715506076813
e7f018bb,0.9995793104171753
4371c8c3,0.0025055098813027143
a8d9b1fd,0.004263381473720074
29e7727e,0.0044385395012795925
92a51ffb,0.9999852776527405
c769ac97,7.962131398642214e-09
aee0547d,9.174370347864169e-07
565b28ac,3.3056803658837453e-06
e04e9775,0.007719489745795727
8e8161d1,0.0002975936804432422
4cf4d256,0.02500925213098526
139e5324,0.0032793674618005753
f156976f,0.003868788480758667
68a117cc,0.03352787345647812
d9aa7a56,0.0985400527715683
9005b143,0.0008052999619394541
5f6d3988,0.8745083212852478
9ad70954,0.0011981022544205189
b9087b9e,0.8023596405982971
a39a1427,0.025603530928492546
82fbe8ed,0.0016621871618553996
1fae4879,3.8577960026486835e-07
6dd8f13d,0.0014154098462313414
bbad5958,0.057366859167814255
54527583,0.0482122041285038
be8fa29c,0.0009598918259143829
81a3328f,0.9998568296432495
1a3c0ab3,0.0004715351969935
4deeeb8b,0.05286864936351776
ac6d5632,0.11265750229358673
472dadb5,0.00533416448161006
96093f95,0.9784379005432129
f5b4e3df,0.966973602771759
e01a3c92,0.002751358784735203
001680af,0.003931733779609203
8e639f33,0.03140542283654213
a2c16612,0.7774400115013123
a6d76474,0.0010069163981825113
19c47684,0.004780187271535397
015827b6,0.009462365880608559
7df7f7ce,0.0021923237945884466
0bbf1a3f,0.11482038348913193
636cfbb7,0.5099294781684875
7370030a,0.9999824166297913
43aa97ad,0.0022913168650120497
ba2b5e63,0.9999672770500183
dfdd335b,0.43445470929145813
e79b13dc,0.005919923540204763
dc32b195,0.024323109537363052
6d868590,0.9842302799224854
75fa59aa,0.0062225377187132835
ffe50836,0.0031380567234009504
a7bfd784,0.9999958872795105
b3d569e3,0.0013154331827536225
6c538c5b,0.20000922679901123
5c7c15f4,0.00010522772208787501
0b745139,0.0021511397790163755
fd14608e,0.17652013897895813
f0bc8305,0.008774854242801666
a10ccb28,0.9999727010726929
543304c7,0.009018799290060997
6c3a4078,6.194918114488246e-06
9b73cc75,0.21027004718780518
5c6c71b1,0.6468221545219421
09ee9186,0.17942370474338531
207c35cf,0.02628415636718273
153c813e,1.976521707547363e-05
5605d58b,0.3617912530899048
642ca396,0.006479060277342796
d32d72c0,0.003604757832363248
16646a17,0.9091432094573975
384074af,0.0061227078549563885
69bf1e8c,0.00746142165735364
9e90a054,0.06071769446134567
89dbe7f7,0.9998713135719299
dbd27d22,0.8124786615371704
a2ea1561,0.0024829492904245853
d63402af,0.001100153662264347
1ac8bb92,0.9767006039619446
8beffca5,0.045670606195926666
46741f3e,4.1154082282446325e-05
e5ee6aa7,0.00031974827288649976
5ecd892b,0.10815495997667313
69892166,0.023055454716086388
2f725a81,0.013367027044296265
810abfe4,0.00013804288755636662
e6f973e6,0.0020011893939226866
c60a5c46,0.04837292432785034
c42b9e08,0.49943798780441284
c3f00c23,0.00010568129073362797
5307fdb8,0.6991690397262573
3e4f005e,0.0009552130941301584
4a4cc2e0,0.8677489757537842
9bdd88d1,8.53487335916725e-07
0d832bed,0.02628309093415737
14a134fa,0.00036149684456177056
78a41676,3.016918526554946e-05
0bd4658e,0.0017290936084464192
4a311bb0,0.05974091961979866
f939c817,0.14104804396629333
956adc4d,0.963925838470459
f8a119f5,0.20433996617794037
61faa1ad,0.001968368422240019
6725eb3e,0.0006510406965389848
17b3a8fd,0.0004766044148709625
49a88dfc,0.00010454583389218897
2d6ec645,0.007067226339131594
0d4d77ba,0.05840050429105759
3ee672a2,0.9999443292617798
738b41fd,0.005428887438029051
f7fb320d,0.050861749798059464
b42fad18,1.4626555184804602e-06
4ab8b00a,0.019073324277997017
f7870f2b,0.03070949576795101
4978666a,0.09328654408454895
f1b0d6c7,0.001146119087934494
5642407f,0.0025876429863274097
36d4ff92,0.9312202334403992
4139aba2,0.004475235007703304
7585ce58,0.37143659591674805
33e25984,0.992638349533081
ac46f3c9,0.0023565655574202538
fc34a5b8,0.42552924156188965
85c36a8f,0.5117018222808838
b2d8a426,0.2290412336587906
13ec60d1,0.6127367615699768
9d440f42,0.0023137519601732492
1c0a891e,0.255573570728302
981c3bc3,0.9998125433921814
295604f4,0.00775338476523757
16ca16c3,0.0023259122390300035
b4dda837,0.006483745761215687
88d088ef,0.011276052333414555
1b4fa160,0.10795360803604126
f371bd82,0.006836780346930027
b130a0b7,0.9997689127922058
ebf1de82,0.0065502868965268135
01e651c3,0.005599841009825468
51b1fecc,0.002081488259136677
fa635a31,0.0001062525698216632
97b7d789,0.0030555787961930037
2f598053,0.0021703271195292473
c0e3e148,0.04942980781197548
cfa175a8,0.021242931485176086
3d7e09d8,0.97538822889328
44a13d1b,0.22269399464130402
c66b0948,0.02469789795577526
976a6d64,0.0054234773851931095
8bbd8909,0.012859830632805824
522890fd,0.0011782097863033414
f23a3b95,0.005326229613274336
680039dc,0.0057576680555939674
93028e53,0.002890252973884344
22a16932,0.008945666253566742
7d8126d2,0.016874419525265694
ba2ecd75,1.3466347809298895e-05
8071bdd7,0.0038365842774510384
96d5aeee,5.482615597429685e-05
154be68f,0.9457882642745972
d8c2bfe2,0.9969012141227722
f76d47b0,0.0043486240319907665
0e781ade,0.00020760453480761498
13cf6060,9.581705171513022e-07
cd99f710,0.008520991541445255
d10005bb,0.0003179275372531265
3a31445f,0.9991094470024109
3157202d,0.0008342313813045621
6ee64703,0.014680065214633942
e5de8685,0.009149600751698017
02cc70ba,9.636331378715113e-05
50984a87,0.25015485286712646
fa94957a,0.9998664259910583
eab406b4,0.06598206609487534
3ad39398,0.12160920351743698
9ecf3802,0.04199880734086037
6048ae7b,0.0001444881927454844
9dc68871,0.0015710294246673584
13701465,0.05772332474589348
8d8779f3,0.013610001653432846
0712f269,0.0031789676286280155
722c2597,1.6176099961739965e-05
478a2b08,0.03424569591879845
38f5fb41,0.018144099041819572
c52ad74d,0.9997419118881226
0c85fd09,8.87390342541039e-06
f1582cba,0.8877976536750793
ff836697,0.7550076246261597
ddfe4802,0.0027199152391403913
3cef3bc7,0.997946560382843
6a21542b,0.007541494909673929
150e23c4,0.9987629055976868
